person_id,canonical_name,birth_year,death_year,identity_status,verified_openalex_ids,cluster_completeness,network_observable,strong_identifier_evidence,known_work_match_n,institution_match,coauthor_match,topic_field_match,career_timing_match,conflicting_orcid,reviewer,second_reviewer,adjudication_status,mh_blinded_at_identity_lock,review_date,notes
cv_Q1354374,Erika Greber,1952,2011,VERIFIED_CLUSTER,A5067191806;A5093308260;A5127108224,moderate,true,,1,true,false,true,true,false,ARIS4C evidence review,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=VERIFIED_CLUSTER[A5067191806;A5093308260;A5127108224] -> VERIFIED_CLUSTER[A5067191806;A5093308260;A5127108224]; Fragments A5093308260 (1994 sonnet work) and A5127108224 (1990 Pasternak analysis) align with her documented research on German literature and Pasternak, confirming same person."
cv_Q6213800,Joel Olson,1967,2012,VERIFIED_CLUSTER,A5014404041;A5014962549,moderate,true,,3,true,false,true,true,false,ARIS4C evidence review,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=VERIFIED_CLUSTER[A5014962549;A5136923364;A5014404041] -> VERIFIED_CLUSTER[A5014404041;A5014962549]; A5014962549’s works are clearly race‑theory chapters matching his known publications; the missing A5136923364 cannot be verified from the packet, so we retain the two verifiable IDs and flag need for retrieval."
cv_Q7329866,Richard Webster (British author),1950,2011,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,,protocol-derived,true,2026-09-18,pre-exposure pilot30 triage; review_class=no_openalex_search_hit
cv_Q14666387,John Wishart (surgeon),1850,1926,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,,protocol-derived,true,2026-09-18,pre-exposure pilot30 triage; review_class=no_openalex_search_hit
cv_Q1795953,Otto Siebert,1869,1963,VERIFIED_SINGLE,A5025360349,not_applicable,false,,2,false,false,true,true,false,ARIS4C evidence review,,accepted-single,true,2026-09-18,"Verified pre-exposure: external authority/bibliography matches Geschichte der neueren deutschen Philosophie and Legends of the Dieri; OpenAlex has only 3 fetched lifetime-plausible works, below current >=5 network gate."
cv_Q7659879,Sydney Copeman,1862,1947,VERIFIED_CLUSTER,A5098192254;A5099768349;A5104522501,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=AMBIGUOUS_COLLISION[-] -> VERIFIED_CLUSTER[A5098192254;A5099768349;A5104522501]; The three IDs share exact name variants, overlapping dates (1894‑1908), and biomedical field with no ORCID conflict; together they satisfy fragment-linking signal beyond name, supporting a single person cluster."
cv_Q72927,Ottomar Rosenbach,1851,1907,VERIFIED_CLUSTER,A5070702468;A5071187168;A5076990306,moderate,true,,2,false,false,true,true,false,ARIS4C evidence review,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=VERIFIED_CLUSTER[A5076990306;A5071187168] -> VERIFIED_CLUSTER[A5070702468;A5071187168;A5076990306]; We retain A5070702468 and A5071187168 alongside A5076990306, but exclude A5099157538 because its 2009 works postdate death, indicating likely misattribution rather than same person."
cv_Q20031320,Fred Casey,1876,1956,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C evidence review,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=EXCLUDED_IDENTITY_ERROR[-] -> NO_GRAPH_RECORD[-]; We adopt NO_GRAPH_RECORD because no OpenAlex record verifiably matches the historical person’s lifespan, occupation, and works; apparent matches are either misattributed or pertain to different individuals."
cv_Q19287605,Karl Erich Hupka,1884,1919,VERIFIED_SINGLE,A5011432733,not_applicable,false,,1,false,false,true,true,false,ARIS4C evidence review,,accepted-single,true,2026-09-18,"Verified pre-exposure: exact 1909 Die träge Masse bewegter Elektronen matches Hupka's relativity/electron-mass authority context; only 1 OpenAlex work, below network gate."
cv_Q124897,Anton Moortgat,1897,1977,VERIFIED_CLUSTER,A5004074646;A5013225685;A5018704554;A5104397241;A5104414231,moderate,true,,4,true,false,true,true,false,ARIS4C evidence review,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=VERIFIED_CLUSTER[A5018704554;A5004074646;A5013225685;A5104414231;A5104397241] -> VERIFIED_CLUSTER[A5004074646;A5013225685;A5018704554;A5104397241;A5104414231]; The 2003 work post‑dates Moortgat’s 1977 death, a strong conflict signal (incompatible career period) that outweighs the matching 1975 fragment; per codebook, such conflict blocks inclusion."
cv_Q338095,Carl Emil Pettersson,1875,1937,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,,protocol-derived,true,2026-09-18,pre-exposure pilot30 triage; review_class=no_openalex_search_hit
cv_Q20242849,Willy Oelsen,1905,1970,VERIFIED_SINGLE,A5004048416,not_applicable,true,,1,false,false,true,true,false,ARIS4C evidence review,,accepted-single,true,2026-09-18,Verified pre-exposure: Deutsche Biographie gives exact 1929 dissertation Die Abhängigkeit der Konzentration gesättigter Mischkristalle von der Temperatur and metallurgy career; OpenAlex record contains that work and 85 lifetime-plausible metallurgy works.
cv_Q1038195,Carl Föhl,1901,1973,VERIFIED_SINGLE,A5066316605,not_applicable,true,,2,false,false,true,true,false,ARIS4C evidence review,,accepted-single,true,2026-09-18,Verified pre-exposure: external economics references attribute Kritik der progressiven Einkommensbesteuerung (1953) and Stabilisierung und Wachstum bei Einsatz von Gastarbeitern (1967) to Carl Foehl; OpenAlex A5066316605 contains both/economics-consistent output. 2025 reprint fragments excluded.
cv_Q108514,Menachem Pinkhof,1920,1969,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure triage,,protocol-derived,true,2026-09-18,pre-exposure pilot30 triage; review_class=no_openalex_search_hit
cv_Q60859,Fritz Strassmann,1902,1980,VERIFIED_CLUSTER,A5020520409;A5063830819,moderate,true,,4,true,false,true,true,false,ARIS4C evidence review,,released-after-work-audit,true,2026-09-18,"Verified pre-exposure identity: Max Planck Society and Deutsche Biographie identify Fritz Strassmann (1902-1980), nuclear chemistry/fission work with Hahn; A5020520409 contains exact 1937-1939 uranium/fission publications and A5063830819 exact 1937-1938 silver-isotope papers. Medical/forensic namesake IDs A5104968264 and A5082190805 excluded. Main ID also contains pre-birth namesake contamination, so network held false until work-level decontamination. Work-level pilot review retained 57 KEEP work(s); regenerated 200-row review queue matched frozen decisions exactly; released to clean-network feasibility frame."
cv_Q40700285,Paul J. Torpey,1937,2019,VERIFIED_SINGLE,A5037300114,not_applicable,false,,1,false,false,true,true,false,ARIS4C evidence review,,accepted-single,true,2026-09-18,"Verified pre-exposure: ASME biography identifies Bell Labs gas-turbine emergency-power work and mechanical-engineering career; OpenAlex includes matching 1965 emergency-power gas-turbine paper. Only 3 works, below network gate. ASME reports birth 1938 whereas frozen source frame has 1937; discrepancy retained for provenance review."
cv_Q1459755,Friedrich Hoeth,1931,1981,VERIFIED_SINGLE,A5068892426,not_applicable,true,,1,true,false,true,true,false,ARIS4C evidence review,,accepted-single,true,2026-09-18,Verified pre-exposure: Gestalt Theory Society lists Friedrich Hoeth and Kommunikationsstruktur und Gruppenleistung; OpenAlex has same 1965 work plus psychology/social-evaluation papers; Wikidata/TU Darmstadt context agrees. Exactly 5 works meets current pilot gate.
cv_Q1621300,Konrad Oberhuber,1935,2007,VERIFIED_SINGLE,A5058100809,not_applicable,false,,1,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: art-historian authority and contemporaneous art-history works concordant.
cv_Q722933,Petro Balabuyev,1931,2007,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q43568051,Michael J. Wargo,1951,2013,VERIFIED_SINGLE,A5054956965,not_applicable,false,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: NASA/planetary-science identity and crystal-growth/microgravity works concordant; mixed namesake work contamination requires P3 filtering.
cv_Q15488589,Ulrike Toellner-Bauer,1959,2012,VERIFIED_SINGLE,A5081671680,not_applicable,true,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,,released-after-deterministic-work-audit,true,2026-09-18,MH-blind first review: university-teacher authority and intensive-care nursing/quality-control works concordant. Deterministic MH-blind held-work audit sample passed with all sampled works affirmed as focal-person works; >=5 plausible works remain; released under frozen person-level work gate v1.
cv_Q7804355,Tim Stryker,1954,1996,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q1839062,Torkel Franzén,1950,2006,VERIFIED_SINGLE,A5036562220,not_applicable,true,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,,released-after-full-work-review,true,2026-09-18,MH-blind first review: mathematical-logic authority and Gödel/incompleteness works concordant; posthumous manifestations require P3 filtering. Complete MH-blind explicit review covered every plausible work; all unresolved duplicate/wrong-author/container manifestations were adjudicated and >=5 KEEP works remain; released under network100 full-work gate v1.
cv_Q39143467,Emily Jean Crimson Thatcher,1868,1960,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q1580139,Hans Held (Mediziner),1866,1942,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q15314881,Charles Georges-Picot,1866,1930,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q313061,Aurel Stein,1862,1943,VERIFIED_SINGLE,A5052982479,not_applicable,false,,2,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: authority notable work Serindia and exact OpenAlex Serindia/Ancient Khotan records concordant.
cv_Q15994329,Cecil Joslin Brooks,1875,1953,VERIFIED_SINGLE,A5081875897,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=AMBIGUOUS_COLLISION[-] -> VERIFIED_SINGLE[A5081875897]; Name variant (C J Brooks) plus a plausible 1911 work within lifespan give two independent bibliographic signals beyond name, satisfying Route S2; no conflict evident."
cv_Q7035840,Nikolai Kuehner,1877,1955,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q23063217,Friedrich Maria Illert,1892,1966,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q14592888,Carmelo Flores Laura,1890,2014,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q30612687,James Alexander MacDonald (botanist),1908,1997,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q7261837,Pushpa Ratna Sagar,1922,2011,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q4937482,Bogdan Zakrzewski,1916,2011,VERIFIED_SINGLE,A5111381182,not_applicable,false,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: Polish literary-historian authority and lifetime literary-history works concordant.
cv_Q3596077,Francisco Tamayo,1902,1985,AMBIGUOUS_COLLISION,,,false,,0,false,false,false,false,true,ARIS4C pre-exposure evidence review,,collision-unresolved-first-review,true,2026-09-18,"MH-blind first review: historical botanist is independently well identified, but candidate OpenAlex profile is merged with a modern astronomer F. J. Tamayo ORCID and heavy posthumous contamination; person-level Author ID not accepted."
cv_Q19964177,Friedrich Lorenz (Pädagoge),1925,2012,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q1577507,Hans-Joachim Weimann,1932,2012,AMBIGUOUS_COLLISION,,,false,,0,false,false,false,false,false,ARIS4C pre-exposure evidence review,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=AMBIGUOUS_COLLISION[-] -> AMBIGUOUS_COLLISION[-]; Name and date fit, but topic mismatch creates ambiguity; without additional works or external identifier we cannot confirm exclusion, so we retain the narrower AMBIGUOUS_COLLISION."
cv_Q2545268,Walter L. Bühl,1934,2007,VERIFIED_CLUSTER,A5065115676;A5117551307;A5032249959;A5068802409,moderate,true,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,,released-after-deterministic-work-audit,true,2026-09-18,MH-blind first review: sociology authority and four lifetime sociology fragments concordant; 2024-only fragment excluded. Deterministic MH-blind work audit passed all 12 sampled works including all accepted fragment anchors; released under network100 person-work gate v1.
cv_Q1737527,Kazimierz Urbanik,1930,2005,VERIFIED_SINGLE,A5049949184,not_applicable,true,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,,released-after-deterministic-work-audit,true,2026-09-18,MH-blind first review: probability/mathematics authority and lifetime probability works concordant. Deterministic MH-blind held-work audit sample passed with all sampled works affirmed as focal-person works; >=5 plausible works remain; released under frozen person-level work gate v1.
cv_Q57447297,Thomas Aisu,1954,2018,VERIFIED_SINGLE,A5109195156,not_applicable,false,,2,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: Ugandan physician authority and tuberculosis/HIV public-health works concordant.
cv_Q9696997,Carlos Delmonte Printes,1950,2005,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q6947701,Itzhak Ilan,1956,2020,EXCLUDED_IDENTITY_ERROR,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,second-review adjudication (2026-09-19): first=AMBIGUOUS_COLLISION[-] -> EXCLUDED_IDENTITY_ERROR[-]; Clear mismatch in occupation (military/spy vs orthopedics) and field shows the OpenAlex record does not belong to the person.
cv_Q23059458,Minoo Lenarz,1966,2015,VERIFIED_CLUSTER,A5073627948;A5106979614,not_applicable,false,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=VERIFIED_SINGLE[A5073627948] -> VERIFIED_CLUSTER[A5073627948;A5106979614]; The variant's mastoidectomy work matches otolaryngology, confirming same person despite different affiliation suffix."
cv_Q19959189,Emanuel Christa (Geologe),1874,1949,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q3052265,Émile Haumant,1859,1942,VERIFIED_CLUSTER,A5001687639;A5032545110,moderate,true,,2,false,false,true,true,false,ARIS4C pre-exposure evidence review,,released-after-full-work-audit,true,2026-09-18,MH-blind first review: Slavic/Russian history-language authority and two lifetime fragments concordant. Full plausible corpus work audit passed with all works affirmed and no remaining sampled/plausible contamination; released under network100 person-work gate v1.
cv_Q19850025,Oskar Simony,1852,1915,VERIFIED_CLUSTER,A5012920577;A5071357435;A5149748217,moderate,false,,1,false,false,true,true,false,ARIS4C pre-exposure evidence review,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=VERIFIED_CLUSTER[A5012920577;A5071357435] -> VERIFIED_CLUSTER[A5012920577;A5071357435;A5149748217]; The wood work's subject matches Oskar Simony's botany/explorer activities, and the name includes his lifespan, indicating same person."
cv_Q1632448,Fusakichi Omori,1868,1923,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q47490806,Alfons Maria Borst,1893,1973,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q6225153,John Carl Parish,1881,1939,VERIFIED_SINGLE,A5027199373,not_applicable,false,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: historian authority and 1929-1933 California-history works concordant; later namesake works require P3 filtering.
cv_Q16439379,Nikolaus Hein,1889,1969,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q7926394,Victor Thébault,1882,1960,VERIFIED_SINGLE,A5025602759,not_applicable,false,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: French geometer authority and geometry works concordant.
cv_Q6057164,Padre Joseph Alexander MacDonald,1908,1967,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q3385700,Pierre L. G. Benoit,1920,1995,VERIFIED_CLUSTER,A5063335980;A5072950904;A5133441731,moderate,false,,2,false,false,true,true,false,ARIS4C pre-exposure evidence review,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=VERIFIED_CLUSTER[A5063335980;A5133441731] -> VERIFIED_CLUSTER[A5063335980;A5072950904;A5133441731]; All three IDs share name variants, entomology/arachnology topics, publication dates 1956‑1986, and lack conflicting identifiers; thus A5072950904 is another fragment of the same person, justifying a three‑ID cluster."
cv_Q2641681,Alexander Aigner,1909,1988,AMBIGUOUS_COLLISION,,moderate,false,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=VERIFIED_CLUSTER[A5100268971;A5103302324;A5104375058;A5104740538;A5104676356;A5104793263;A5035950863] -> AMBIGUOUS_COLLISION[-]; Cardiology publications (post‑2000) in A5035950863 conflict with the mathematician’s 1909‑1988 lifespan and field, showing a different same‑name person; thus records cannot be safely merged, warranting AMBIGUOUS_COLLISION."
cv_Q4160442,Robert A. Johnson (psychotherapist),1921,2018,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q1611638,Hermann Jaeger (Geologe),1929,1992,NO_GRAPH_RECORD,,,false,,0,false,false,false,false,false,ARIS4C automated pre-exposure triage,,protocol-derived,true,,MH-blind identity100 initialization; review_class=no_openalex_search_hit; plausible_openalex_ids=
cv_Q18822352,Vikram Marwah,1925,2013,VERIFIED_SINGLE,A5027597196,not_applicable,false,,2,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: orthopedic-surgeon authority and orthopedic works concordant.
cv_Q7416679,Sandra Leiblum,1943,2010,VERIFIED_SINGLE,A5075417166,moderate,true,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=VERIFIED_CLUSTER[A5075417166;A5006728685] -> VERIFIED_SINGLE[A5075417166]; Packet lacks strong identifiers or independent bibliographic signals beyond name for A5006728685; the 1967 memory paper lacks clear linkage to Leiblum’s psychology profile, creating uncertainty per protocol."
cv_Q104271,Michael Theunissen,1932,2015,VERIFIED_CLUSTER,A5005844820;A5067845805,moderate,false,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=VERIFIED_CLUSTER[A5067845805;A5005844820] -> VERIFIED_CLUSTER[A5005844820;A5067845805]; Work A5005844820 (Schellings anthropologischer Ansatz, 1965) matches philosophy field and career dates, providing fragment-linking signal; no conflicting ORCID or career period."
cv_Q56329881,Armin Buschauer,1955,2017,VERIFIED_SINGLE,A5007797524,not_applicable,false,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,,first-review-locked-work-audit-pending,true,2026-09-18,MH-blind first review: pharmacist/medicinal-chemistry authority and transporter/histamine-receptor works concordant.
cv_Q47216729,Alfonso W. Quiroz,1956,2013,VERIFIED_CLUSTER,A5073210039;A5110164869,moderate,true,,3,false,false,true,true,false,ARIS4C pre-exposure evidence review,"AI:nemotron-3-super-120b (isolated adjudication surface, temperature 0)",second-review-adjudicated,true,2026-09-19,"second-review adjudication (2026-09-19): first=VERIFIED_CLUSTER[A5096507866;A5073210039;A5110164869] -> VERIFIED_CLUSTER[A5073210039;A5110164869]; A5110164869 work on Peruvian economic history (1884-1930) links to historian; A5096507866 work topics health/disability lack historian link, indicating different person."
